match_id,player,format,year,runs,balls_faced,fours,sixes,strike_rate,dismissed
1095,Sachin Tendulkar,IPL,2014,0.0,1,0,0,0.0,0
862,KL Rahul,IPL,2014,25.0,29,2,1,86.21,1
1118,Joe Root,IPL,2023,13.0,14,1,0,92.86,1
719,Chris Gayle,ODI_WC,2021,1.0,1,0,0,100.0,1
475,Ricky Ponting,T20_WC,2017,137.0,173,15,4,79.19,1
1609,Steve Smith,T20_WC,2016,38.0,50,4,0,76.0,1
1691,Sachin Tendulkar,ODI_WC,2017,81.0,107,10,2,75.7,1
770,Pat Cummins,ODI_WC,2022,200.0,147,15,4,136.05,1
228,Kane Williamson,IPL,2021,17.0,13,1,1,130.77,1
347,AB de Villiers,T20_WC,2015,10.0,12,1,0,83.33,1
1199,MS Dhoni,T20_WC,2019,7.0,9,0,0,77.78,1
808,Shikhar Dhawan,Test,2020,25.0,22,1,0,113.64,1
217,Joe Root,IPL,2022,32.0,22,2,0,145.45,1
548,Ricky Ponting,IPL,2015,22.0,20,1,0,110.0,1
1991,KL Rahul,ODI_WC,2014,17.0,16,2,0,106.25,1
1421,KL Rahul,ODI_WC,2017,6.0,7,0,0,85.71,1
1893,Shikhar Dhawan,IPL,2012,20.0,14,1,0,142.86,1
724,Ben Stokes,T20_WC,2016,3.0,2,0,0,150.0,1
1014,Kumar Sangakkara,IPL,2021,70.0,92,10,1,76.09,1
1686,David Warner,Test,2019,1.0,1,0,0,100.0,0
274,Kane Williamson,IPL,2018,16.0,19,2,0,84.21,1
115,Ricky Ponting,IPL,2014,3.0,2,0,0,150.0,1
203,Pat Cummins,IPL,2022,52.0,60,6,1,86.67,1
518,Jos Buttler,IPL,2019,13.0,9,1,0,144.44,1
1988,Ricky Ponting,IPL,2021,4.0,3,0,0,133.33,0
1859,Shikhar Dhawan,ODI_WC,2018,26.0,25,1,1,104.0,1
1149,KL Rahul,Test,2023,86.0,111,6,3,77.48,1
308,Joe Root,IPL,2010,83.0,90,5,3,92.22,0
1222,Chris Gayle,T20_WC,2019,10.0,7,1,0,142.86,1
1743,Shikhar Dhawan,IPL,2013,44.0,55,3,2,80.0,1
1539,Chris Gayle,IPL,2010,1.0,1,0,0,100.0,1
913,Jos Buttler,IPL,2013,4.0,5,0,0,80.0,1
1502,Sachin Tendulkar,IPL,2020,24.0,20,2,1,120.0,1
895,Brian Lara,T20_WC,2015,9.0,9,1,0,100.0,1
66,Chris Gayle,IPL,2016,56.0,42,3,2,133.33,1
953,KL Rahul,Test,2009,93.0,101,8,1,92.08,1
208,Ben Stokes,ODI_WC,2013,0.0,1,0,0,0.0,0
278,Kane Williamson,ODI_WC,2021,9.0,8,0,0,112.5,1
625,Ben Stokes,Test,2010,20.0,14,1,0,142.86,1
139,Pat Cummins,Test,2022,28.0,36,3,1,77.78,1
676,Joe Root,T20_WC,2021,86.0,108,10,3,79.63,1
1333,Shikhar Dhawan,T20_WC,2021,77.0,88,8,6,87.5,0
332,Suresh Raina,IPL,2014,35.0,38,4,0,92.11,1
1192,Joe Root,ODI_WC,2018,10.0,11,0,0,90.91,1
547,Ricky Ponting,T20_WC,2011,53.0,42,6,1,126.19,1
1067,Ricky Ponting,Test,2021,7.0,9,0,0,77.78,1
1837,Shikhar Dhawan,IPL,2022,117.0,105,6,4,111.43,0
889,Babar Azam,IPL,2022,0.0,1,0,0,0.0,1
681,Ben Stokes,IPL,2012,29.0,32,2,0,90.62,1
832,Shikhar Dhawan,ODI_WC,2017,3.0,3,0,0,100.0,1
271,Chris Gayle,IPL,2013,18.0,23,1,0,78.26,1
300,Pat Cummins,T20_WC,2018,35.0,31,4,1,112.9,1
1066,Jos Buttler,IPL,2020,40.0,48,5,1,83.33,1
699,Steve Smith,IPL,2015,53.0,59,5,1,89.83,1
1621,KL Rahul,IPL,2009,31.0,23,4,2,134.78,0
1540,Kane Williamson,T20_WC,2011,10.0,9,0,0,111.11,1
1351,Steve Smith,IPL,2021,77.0,99,5,5,77.78,1
285,Brian Lara,T20_WC,2018,58.0,53,8,1,109.43,1
937,Brian Lara,Test,2011,6.0,6,0,0,100.0,0
262,Sachin Tendulkar,Test,2013,61.0,63,4,2,96.83,1
1959,Ricky Ponting,T20_WC,2011,125.0,141,14,2,88.65,1
1745,Pat Cummins,T20_WC,2018,35.0,46,3,1,76.09,1
996,Babar Azam,IPL,2012,11.0,9,1,0,122.22,1
1279,Brian Lara,Test,2012,32.0,33,4,2,96.97,0
194,Brian Lara,IPL,2015,14.0,13,1,0,107.69,1
81,Chris Gayle,T20_WC,2011,39.0,35,2,1,111.43,1
1629,MS Dhoni,IPL,2019,27.0,36,2,1,75.0,0
411,Suresh Raina,IPL,2013,92.0,64,7,1,143.75,1
1927,Kane Williamson,IPL,2014,33.0,25,4,2,132.0,1
1163,Kumar Sangakkara,ODI_WC,2015,8.0,9,0,0,88.89,1
730,Chris Gayle,T20_WC,2016,45.0,39,6,0,115.38,1
756,David Warner,T20_WC,2017,12.0,14,1,0,85.71,1
1906,Rohit Sharma,IPL,2015,11.0,14,0,0,78.57,0
1525,Sachin Tendulkar,ODI_WC,2021,17.0,14,2,0,121.43,1
1127,AB de Villiers,IPL,2011,0.0,1,0,0,0.0,1
1568,MS Dhoni,IPL,2011,121.0,97,9,8,124.74,1
1394,Babar Azam,ODI_WC,2017,26.0,21,2,1,123.81,1
855,Joe Root,Test,2018,51.0,45,7,1,113.33,1
51,Shikhar Dhawan,IPL,2022,10.0,13,0,0,76.92,1
1262,Babar Azam,T20_WC,2012,48.0,59,5,1,81.36,1
40,Joe Root,T20_WC,2010,,20,2,1,145.0,1
1927,Suresh Raina,Test,2022,19.0,24,1,0,79.17,0
769,Sachin Tendulkar,IPL,2009,123.0,92,15,5,133.7,1
921,Jos Buttler,IPL,2009,23.0,26,3,1,88.46,0
223,MS Dhoni,IPL,2016,37.0,29,2,2,127.59,0
518,Steve Smith,IPL,2015,0.0,1,0,0,0.0,1
607,Joe Root,IPL,2013,12.0,14,1,0,85.71,0
381,Brian Lara,Test,2021,76.0,78,6,1,97.44,1
272,Kumar Sangakkara,IPL,2021,49.0,54,6,3,90.74,0
1423,David Warner,Test,2022,26.0,25,1,1,104.0,1
1430,Shikhar Dhawan,IPL,2021,80.0,59,10,5,135.59,1
146,Ben Stokes,Test,2016,23.0,28,2,1,82.14,1
434,MS Dhoni,ODI_WC,2012,29.0,36,2,2,80.56,1
840,MS Dhoni,IPL,2021,16.0,11,1,0,145.45,1
1930,Joe Root,T20_WC,2019,33.0,31,2,2,106.45,1
229,KL Rahul,IPL,2017,13.0,14,0,0,92.86,1
743,David Warner,IPL,2008,17.0,19,2,1,89.47,1
1585,Ben Stokes,IPL,2015,118.0,130,10,2,90.77,1
454,Chris Gayle,IPL,2010,4.0,4,0,0,100.0,1
363,Suresh Raina,ODI_WC,2021,3.0,4,0,0,75.0,1
1275,Chris Gayle,ODI_WC,2016,1.0,1,0,0,100.0,0
394,MS Dhoni,IPL,2018,13.0,14,1,0,92.86,0
1319,Ben Stokes,Test,2008,17.0,20,2,0,85.0,1
570,Kumar Sangakkara,Test,2010,3.0,3,0,0,100.0,1
1735,MS Dhoni,IPL,2008,27.0,26,3,1,103.85,1
682,Ricky Ponting,IPL,2008,30.0,34,2,1,88.24,1
1325,Kumar Sangakkara,IPL,2022,48.0,55,3,1,87.27,0
739,Suresh Raina,T20_WC,2013,130.0,144,11,6,90.28,1
1052,Sachin Tendulkar,IPL,2020,33.0,27,2,2,122.22,0
601,Brian Lara,IPL,2011,4.0,4,0,0,100.0,1
604,KL Rahul,ODI_WC,2017,3.0,3,0,0,100.0,1
1097,Kumar Sangakkara,T20_WC,2011,52.0,68,3,0,76.47,1
1797,Chris Gayle,IPL,2012,36.0,44,4,0,81.82,1
313,Ricky Ponting,Test,2022,6.0,7,0,0,85.71,1
1104,Joe Root,ODI_WC,2021,10.0,8,0,0,125.0,0
1053,Brian Lara,IPL,2010,48.0,49,6,2,97.96,1
747,Sachin Tendulkar,ODI_WC,2022,29.0,22,1,1,131.82,1
1335,Sachin Tendulkar,IPL,2023,30.0,38,4,1,78.95,1
663,Suresh Raina,T20_WC,2019,8.0,7,0,0,114.29,1
57,Virat Kohli,IPL,2009,34.0,42,3,1,80.95,1
1682,David Warner,IPL,2021,51.0,64,7,0,79.69,1
1434,KL Rahul,IPL,2017,75.0,99,9,5,75.76,0
495,KL Rahul,IPL,2023,46.0,56,2,1,82.14,1
1157,Brian Lara,T20_WC,2015,30.0,32,3,1,93.75,1
1928,MS Dhoni,ODI_WC,2018,39.0,43,3,1,90.7,1
1000,Kumar Sangakkara,IPL,2014,23.0,21,2,1,109.52,1
147,Sachin Tendulkar,IPL,2022,9.0,7,1,0,128.57,1
229,Rohit Sharma,ODI_WC,2017,74.0,58,7,1,127.59,0
1948,Babar Azam,IPL,2020,26.0,21,1,1,123.81,1
1732,Kane Williamson,IPL,2011,31.0,41,3,0,75.61,1
1620,KL Rahul,T20_WC,2009,161.0,131,8,7,122.9,1
1586,Steve Smith,ODI_WC,2019,147.0,177,12,8,83.05,1
854,Rohit Sharma,ODI_WC,2016,30.0,24,2,1,125.0,0
332,AB de Villiers,ODI_WC,2015,1.0,1,0,0,100.0,0
1473,Sachin Tendulkar,IPL,2023,17.0,16,1,0,106.25,1
776,Suresh Raina,ODI_WC,2011,96.0,94,6,1,102.13,1
1468,Suresh Raina,IPL,2018,11.0,10,1,0,110.0,1
442,Suresh Raina,IPL,2012,200.0,254,23,5,78.74,1
1001,Chris Gayle,T20_WC,2021,3.0,2,0,0,150.0,1
411,Shikhar Dhawan,ODI_WC,2017,29.0,37,4,1,78.38,1
213,David Warner,IPL,2013,25.0,28,3,1,89.29,1
109,Sachin Tendulkar,IPL,2020,10.0,8,0,0,125.0,1
1526,Kane Williamson,ODI_WC,2011,103.0,76,11,6,135.53,1
545,Kane Williamson,Test,2009,33.0,41,3,1,80.49,1
1126,Steve Smith,T20_WC,2012,9.0,7,0,0,128.57,1
1505,Kumar Sangakkara,IPL,2018,16.0,21,1,0,76.19,1
686,KL Rahul,ODI_WC,2008,44.0,34,4,1,129.41,1
421,Jos Buttler,ODI_WC,2014,12.0,13,0,0,92.31,1
1773,Suresh Raina,T20_WC,2016,74.0,87,9,4,85.06,1
889,Jos Buttler,IPL,2010,6.0,6,0,0,100.0,1
1477,Sachin Tendulkar,IPL,2013,10.0,9,1,0,111.11,1
639,Babar Azam,IPL,2016,5.0,6,0,0,83.33,1
1935,Steve Smith,IPL,2018,3.0,3,0,0,100.0,1
734,Steve Smith,IPL,2011,12.0,12,0,0,100.0,1
1731,Joe Root,T20_WC,2013,200.0,224,24,13,89.29,1
412,Brian Lara,IPL,2021,3.0,3,0,0,100.0,0
1727,Kane Williamson,ODI_WC,2022,8.0,10,0,0,80.0,1
1118,Brian Lara,IPL,2010,11.0,14,0,0,78.57,1
484,Ben Stokes,T20_WC,2016,33.0,28,4,1,117.86,1
771,Ricky Ponting,ODI_WC,2014,47.0,41,2,1,114.63,0
820,Ricky Ponting,T20_WC,2014,48.0,66,5,2,72.73,1
44,David Warner,IPL,2011,0.0,1,0,0,0.0,1
1340,Babar Azam,T20_WC,2013,36.0,49,4,0,73.47,1
58,Ricky Ponting,ODI_WC,2018,34.0,39,2,0,87.18,0
607,Steve Smith,Test,2018,25.0,18,1,0,138.89,1
1166,Kane Williamson,T20_WC,2015,,14,1,0,114.29,1
390,Joe Root,ODI_WC,2022,55.0,56,4,0,98.21,0
787,Brian Lara,IPL,2023,14.0,17,0,0,82.35,1
1470,Ricky Ponting,Test,2013,9.0,8,0,0,112.5,0
1029,MS Dhoni,Test,2013,12.0,11,1,0,109.09,1
1783,Virat Kohli,T20_WC,2011,20.0,26,1,1,76.92,1
1457,Suresh Raina,ODI_WC,2015,8.0,6,1,0,133.33,1
435,Shikhar Dhawan,T20_WC,2021,32.0,34,3,1,94.12,1
123,Babar Azam,IPL,2017,75.0,78,9,3,96.15,1
1014,Rohit Sharma,Test,2015,31.0,22,1,0,140.91,1
1818,Babar Azam,T20_WC,2016,20.0,15,2,1,133.33,1
626,Kane Williamson,T20_WC,2013,55.0,53,2,2,103.77,1
952,Chris Gayle,ODI_WC,2009,48.0,38,2,1,126.32,1
759,Suresh Raina,Test,2023,16.0,16,0,1,100.0,0
876,Rohit Sharma,ODI_WC,2011,32.0,36,1,1,88.89,1
18,Jos Buttler,IPL,2011,45.0,53,4,1,84.91,1
1509,David Warner,T20_WC,2020,9.0,9,1,0,100.0,1
685,Steve Smith,Test,2015,15.0,14,1,1,107.14,1
511,MS Dhoni,T20_WC,2012,3.0,2,0,0,150.0,1
1764,Sachin Tendulkar,Test,2011,153.0,133,19,2,115.04,1
1247,Brian Lara,ODI_WC,2015,3.0,2,0,0,150.0,1
722,David Warner,ODI_WC,2020,6.0,8,0,0,75.0,1
244,Kane Williamson,IPL,2010,22.0,18,1,1,122.22,0
9,Virat Kohli,IPL,2009,70.0,69,4,1,101.45,0
1370,Pat Cummins,T20_WC,2011,15.0,18,1,0,83.33,1
898,Ricky Ponting,IPL,2018,51.0,60,5,0,85.0,1
122,Kumar Sangakkara,ODI_WC,2008,39.0,53,3,1,73.58,1
480,Joe Root,ODI_WC,2023,35.0,29,2,0,120.69,0
1322,MS Dhoni,IPL,2008,65.0,46,7,1,141.3,1
1389,David Warner,ODI_WC,2012,0.0,1,0,0,0.0,1
1350,Kumar Sangakkara,T20_WC,2020,92.0,74,7,5,124.32,1
852,Suresh Raina,IPL,2018,,66,3,2,92.42,0
840,Kumar Sangakkara,IPL,2008,97.0,128,10,6,75.78,1
1133,Brian Lara,Test,2021,55.0,64,6,2,85.94,1
836,Kumar Sangakkara,IPL,2011,73.0,58,9,1,125.86,1
857,Virat Kohli,IPL,2015,7.0,5,0,0,140.0,0
543,Brian Lara,IPL,2021,13.0,17,1,0,76.47,0
1146,David Warner,IPL,2015,13.0,13,0,0,100.0,1
275,Kane Williamson,T20_WC,2009,4.0,5,0,0,80.0,1
71,Virat Kohli,IPL,2022,45.0,54,6,1,83.33,1
1199,Rohit Sharma,ODI_WC,2020,5.0,6,0,0,83.33,1
1317,Ricky Ponting,IPL,2010,1.0,1,0,0,100.0,1
862,Chris Gayle,T20_WC,2021,52.0,51,6,3,101.96,1
1499,Pat Cummins,IPL,2020,,100,6,2,82.0,1
1745,Ricky Ponting,Test,2010,50.0,51,6,2,98.04,1
1760,Jos Buttler,T20_WC,2008,61.0,52,3,4,117.31,1
1043,Chris Gayle,ODI_WC,2020,31.0,26,2,2,119.23,1
1753,MS Dhoni,ODI_WC,2022,76.0,74,6,4,102.7,1
1117,David Warner,ODI_WC,2023,24.0,18,2,0,133.33,1
1433,Ricky Ponting,ODI_WC,2021,155.0,127,14,9,122.05,1
1077,Joe Root,IPL,2018,3.0,3,0,0,100.0,1
1022,Sachin Tendulkar,ODI_WC,2010,57.0,77,6,3,74.03,1
992,Jos Buttler,IPL,2015,35.0,38,3,2,92.11,1
1509,AB de Villiers,ODI_WC,2013,30.0,29,2,0,103.45,1
587,KL Rahul,Test,2022,45.0,39,5,2,115.38,1
1668,Pat Cummins,Test,2012,64.0,53,8,1,120.75,1
558,Steve Smith,IPL,2017,69.0,80,6,2,86.25,1
1439,Ricky Ponting,IPL,2019,6.0,7,0,0,85.71,1
1572,Babar Azam,IPL,2022,7.0,6,0,0,116.67,1
1156,Ricky Ponting,IPL,2016,0.0,1,0,0,0.0,1
642,Shikhar Dhawan,IPL,2021,4.0,4,0,0,100.0,0
679,Joe Root,IPL,2014,10.0,7,0,0,142.86,0
1267,David Warner,Test,2013,44.0,41,5,3,107.32,1
1761,Joe Root,T20_WC,2012,22.0,26,2,1,84.62,1
1836,Joe Root,T20_WC,2012,49.0,57,3,3,85.96,1
91,David Warner,T20_WC,2017,23.0,16,2,1,143.75,0
1370,Ricky Ponting,ODI_WC,2016,28.0,24,3,1,116.67,1
915,Ben Stokes,Test,2020,4.0,4,0,0,100.0,1
1913,Chris Gayle,T20_WC,2017,52.0,46,7,3,113.04,1
1388,AB de Villiers,IPL,2013,49.0,62,7,2,79.03,1
1833,Kumar Sangakkara,T20_WC,2019,12.0,8,1,0,150.0,0
1146,Jos Buttler,Test,2018,13.0,10,1,0,130.0,1
359,Shikhar Dhawan,IPL,2011,8.0,7,0,0,114.29,1
1889,Chris Gayle,T20_WC,2011,58.0,78,5,1,74.36,1
1830,Steve Smith,IPL,2019,48.0,60,6,2,80.0,1
1994,Shikhar Dhawan,IPL,2011,32.0,42,2,1,76.19,1
705,Rohit Sharma,Test,2018,9.0,9,0,0,100.0,1
1138,Pat Cummins,IPL,2013,6.0,7,0,0,85.71,1
419,Kumar Sangakkara,IPL,2008,1.0,1,0,0,100.0,1
523,Suresh Raina,IPL,2016,1.0,1,0,0,100.0,1
187,Chris Gayle,Test,2021,7.0,9,0,0,77.78,1
1102,Chris Gayle,IPL,2009,3.0,3,0,0,100.0,1
1606,Pat Cummins,ODI_WC,2009,28.0,38,2,0,73.68,1
811,Shikhar Dhawan,IPL,2012,15.0,19,1,0,78.95,1
1511,Shikhar Dhawan,ODI_WC,2023,20.0,24,1,0,83.33,1
1640,Steve Smith,Test,2019,31.0,42,2,2,73.81,0
857,David Warner,IPL,2019,37.0,36,2,2,102.78,1
727,Jos Buttler,IPL,2018,36.0,44,3,1,81.82,1
1654,Ben Stokes,IPL,2011,10.0,8,1,0,125.0,1
5,Brian Lara,ODI_WC,2010,58.0,70,7,4,82.86,1
1690,Rohit Sharma,IPL,2012,87.0,108,6,4,80.56,1
1746,AB de Villiers,IPL,2014,13.0,15,1,0,86.67,1
800,Babar Azam,IPL,2017,0.0,1,0,0,0.0,1
303,Chris Gayle,IPL,2009,80.0,79,4,2,101.27,1
1976,Virat Kohli,IPL,2020,89.0,96,12,4,92.71,1
90,KL Rahul,Test,2023,1.0,1,0,0,100.0,1
562,Ben Stokes,Test,2020,0.0,1,0,0,0.0,1
355,MS Dhoni,IPL,2013,59.0,67,3,2,88.06,1
202,Virat Kohli,T20_WC,2011,12.0,13,0,0,92.31,1
954,AB de Villiers,T20_WC,2009,86.0,72,9,1,119.44,1
1692,Babar Azam,ODI_WC,2008,8.0,6,0,0,133.33,1
1119,Brian Lara,T20_WC,2015,69.0,64,3,4,107.81,1
1615,Steve Smith,T20_WC,2012,2.0,2,0,0,100.0,1
695,Chris Gayle,T20_WC,2017,10.0,11,0,0,90.91,1
826,Suresh Raina,ODI_WC,2023,126.0,94,16,2,134.04,1
1192,KL Rahul,IPL,2009,9.0,11,1,0,81.82,1
1013,Sachin Tendulkar,IPL,2015,4.0,3,0,0,133.33,0
1722,Kumar Sangakkara,IPL,2010,68.0,79,5,3,86.08,1
1864,Shikhar Dhawan,T20_WC,2014,4.0,3,0,0,133.33,1
430,Ben Stokes,IPL,2009,3.0,4,0,0,75.0,1
1866,Chris Gayle,T20_WC,2020,13.0,9,0,0,144.44,1
1709,Kane Williamson,IPL,2014,35.0,42,2,2,83.33,1
1674,Rohit Sharma,ODI_WC,2022,43.0,46,5,2,93.48,1
1382,Kumar Sangakkara,IPL,2011,74.0,56,6,5,132.14,1
722,Rohit Sharma,T20_WC,2023,27.0,19,3,1,142.11,1
1840,MS Dhoni,T20_WC,2023,17.0,16,1,1,106.25,0
1756,Pat Cummins,IPL,2017,15.0,18,1,0,83.33,1
702,Joe Root,IPL,2008,65.0,47,3,1,138.3,1
1820,Ricky Ponting,ODI_WC,2012,45.0,53,6,3,84.91,1
114,Chris Gayle,IPL,2019,82.0,95,4,1,86.32,1
532,Kumar Sangakkara,Test,2021,116.0,102,16,5,113.73,1
1624,Sachin Tendulkar,Test,2019,12.0,9,1,0,133.33,1
505,Virat Kohli,ODI_WC,2020,26.0,34,2,1,76.47,1
1350,Sachin Tendulkar,ODI_WC,2021,34.0,30,4,0,113.33,1
1321,Babar Azam,T20_WC,2011,6.0,4,0,0,150.0,1
1392,Chris Gayle,T20_WC,2015,1.0,1,0,0,100.0,1
864,AB de Villiers,Test,2008,70.0,59,9,5,118.64,1
1798,Virat Kohli,IPL,2009,26.0,26,2,1,100.0,1
1419,MS Dhoni,IPL,2012,29.0,21,3,2,138.1,1
1054,Pat Cummins,IPL,2017,28.0,39,1,0,71.79,0
387,KL Rahul,T20_WC,2017,49.0,49,5,1,100.0,1
968,Brian Lara,IPL,2019,5.0,6,0,0,83.33,1
1953,KL Rahul,Test,2020,33.0,32,4,0,103.12,1
54,Jos Buttler,IPL,2009,22.0,20,1,0,110.0,1
687,Shikhar Dhawan,ODI_WC,2018,79.0,105,7,1,75.24,1
979,Chris Gayle,IPL,2023,25.0,23,1,1,108.7,0
762,Jos Buttler,IPL,2008,100.0,100,11,1,100.0,1
10,Suresh Raina,IPL,2013,15.0,11,1,0,136.36,1
1811,Ben Stokes,IPL,2019,119.0,162,10,8,73.46,1
1289,Steve Smith,T20_WC,2020,72.0,54,8,1,133.33,1
135,Brian Lara,Test,2020,30.0,37,2,0,81.08,1
573,David Warner,IPL,2019,15.0,16,2,0,93.75,1
526,Jos Buttler,T20_WC,2017,16.0,11,1,1,145.45,1
258,Jos Buttler,IPL,2011,51.0,35,5,2,145.71,0
1430,KL Rahul,IPL,2022,30.0,40,1,1,75.0,1
444,Jos Buttler,T20_WC,2023,17.0,20,2,0,85.0,1
301,Sachin Tendulkar,IPL,2012,35.0,41,1,1,85.37,1
1812,Ricky Ponting,Test,2010,46.0,46,6,1,100.0,1
1050,Steve Smith,ODI_WC,2022,0.0,1,0,0,0.0,1
1467,Suresh Raina,IPL,2017,3.0,3,0,0,100.0,1
1015,KL Rahul,T20_WC,2023,3.0,3,0,0,100.0,1
964,Steve Smith,IPL,2013,9.0,10,1,0,90.0,1
1063,KL Rahul,ODI_WC,2011,19.0,18,2,1,105.56,1
1270,Sachin Tendulkar,ODI_WC,2020,56.0,77,4,0,72.73,1
1000,Kumar Sangakkara,ODI_WC,2013,15.0,11,2,0,136.36,1
1687,Brian Lara,IPL,2020,,1,0,0,0.0,1
1232,Virat Kohli,IPL,2012,23.0,30,2,1,76.67,1
1689,Babar Azam,T20_WC,2018,,229,23,4,86.9,1
628,Babar Azam,Test,2009,15.0,13,1,0,115.38,1
201,Jos Buttler,Test,2011,113.0,139,9,2,81.29,1
1205,Ben Stokes,IPL,2009,3.0,3,0,0,100.0,1
381,Ricky Ponting,ODI_WC,2012,6.0,4,0,0,150.0,1
1931,Brian Lara,Test,2010,45.0,52,4,0,86.54,0
1817,KL Rahul,IPL,2013,24.0,20,1,1,120.0,0
1951,Kumar Sangakkara,ODI_WC,2022,50.0,39,6,3,128.21,1
1198,Ben Stokes,IPL,2018,69.0,59,7,2,116.95,1
667,Suresh Raina,IPL,2012,10.0,10,0,0,100.0,1
868,David Warner,IPL,2009,40.0,29,3,1,137.93,1
1343,Ricky Ponting,T20_WC,2021,32.0,42,2,2,76.19,1
1139,Brian Lara,ODI_WC,2017,69.0,75,8,4,92.0,0
303,AB de Villiers,T20_WC,2018,19.0,17,2,0,111.76,0
142,Kane Williamson,IPL,2015,1.0,1,0,0,100.0,1
1815,Steve Smith,IPL,2013,29.0,36,3,0,80.56,1
528,Kumar Sangakkara,T20_WC,2016,111.0,125,13,2,88.8,1
1172,Brian Lara,T20_WC,2010,0.0,1,0,0,0.0,1
1525,Rohit Sharma,T20_WC,2023,9.0,6,0,0,150.0,1
1411,Kumar Sangakkara,IPL,2021,13.0,16,1,0,81.25,1
1798,AB de Villiers,ODI_WC,2023,50.0,43,2,1,116.28,1
1053,Sachin Tendulkar,Test,2018,13.0,9,1,0,144.44,1
260,Kane Williamson,T20_WC,2011,9.0,10,1,0,90.0,1
961,Chris Gayle,ODI_WC,2018,36.0,29,3,1,124.14,1
114,Chris Gayle,Test,2015,1.0,1,0,0,100.0,1
8,Chris Gayle,T20_WC,2023,6.0,7,0,0,85.71,0
1328,Chris Gayle,ODI_WC,2014,18.0,20,2,1,90.0,1
255,MS Dhoni,ODI_WC,2015,15.0,19,1,0,78.95,1
84,David Warner,IPL,2016,14.0,14,0,0,100.0,0
1020,Virat Kohli,T20_WC,2021,4.0,5,0,0,80.0,1
1040,Kane Williamson,ODI_WC,2015,15.0,17,1,0,88.24,0
1327,Suresh Raina,IPL,2015,55.0,39,2,2,141.03,1
1823,Pat Cummins,Test,2023,18.0,24,1,1,75.0,1
96,David Warner,T20_WC,2013,30.0,39,3,1,76.92,1
122,Joe Root,IPL,2018,6.0,8,0,0,75.0,0
226,Joe Root,T20_WC,2009,2.0,2,0,0,100.0,1
29,Brian Lara,IPL,2019,74.0,73,3,4,101.37,1
588,Kane Williamson,ODI_WC,2014,14.0,11,1,1,127.27,1
1348,Kumar Sangakkara,T20_WC,2011,15.0,12,0,0,125.0,1
1143,Kane Williamson,Test,2010,73.0,58,6,0,125.86,1
1195,Ricky Ponting,T20_WC,2011,43.0,36,3,1,119.44,1
34,Jos Buttler,ODI_WC,2011,49.0,53,6,1,92.45,0
1798,Virat Kohli,Test,2010,40.0,47,4,1,85.11,1
1329,Babar Azam,IPL,2016,3.0,2,0,0,150.0,1
1212,Kumar Sangakkara,ODI_WC,2021,110.0,119,12,3,92.44,1
1075,Pat Cummins,IPL,2010,83.0,77,9,2,107.79,1
1545,Virat Kohli,ODI_WC,2009,9.0,10,0,0,90.0,1
133,Babar Azam,T20_WC,2020,57.0,79,6,1,72.15,1
1390,Sachin Tendulkar,Test,2008,18.0,21,1,0,85.71,1
1216,Chris Gayle,Test,2018,40.0,29,4,2,137.93,0
528,David Warner,IPL,2008,6.0,6,0,0,100.0,1
1211,Chris Gayle,IPL,2012,27.0,33,3,1,81.82,1
184,AB de Villiers,T20_WC,2019,4.0,4,0,0,100.0,0
1217,Brian Lara,T20_WC,2019,26.0,35,2,1,74.29,0
1108,Brian Lara,IPL,2012,9.0,6,0,0,150.0,1
896,Jos Buttler,IPL,2019,21.0,18,2,1,116.67,1
1955,Sachin Tendulkar,T20_WC,2016,38.0,32,3,0,118.75,1
1418,Suresh Raina,IPL,2011,73.0,90,6,4,81.11,1
985,AB de Villiers,Test,2012,6.0,6,0,0,100.0,1
1711,Sachin Tendulkar,ODI_WC,2020,78.0,62,4,4,125.81,1
1527,Babar Azam,ODI_WC,2013,17.0,15,1,1,113.33,1
604,MS Dhoni,IPL,2020,64.0,68,3,3,94.12,0
803,Jos Buttler,IPL,2017,25.0,34,3,1,73.53,1
1086,Ricky Ponting,T20_WC,2014,69.0,65,8,1,106.15,1
33,Ben Stokes,Test,2016,38.0,30,2,1,126.67,1
493,Rohit Sharma,IPL,2020,24.0,25,1,1,96.0,1
143,Rohit Sharma,IPL,2013,13.0,11,1,0,118.18,1
1365,Babar Azam,IPL,2008,121.0,132,11,4,91.67,0
1386,AB de Villiers,ODI_WC,2015,56.0,57,7,1,98.25,1
1955,Chris Gayle,T20_WC,2021,16.0,18,1,0,88.89,0
123,Rohit Sharma,IPL,2009,6.0,8,0,0,75.0,1
1522,Steve Smith,T20_WC,2023,52.0,43,3,2,120.93,1
1139,Ben Stokes,ODI_WC,2016,160.0,203,13,1,78.82,1
1909,David Warner,T20_WC,2018,11.0,15,1,0,73.33,0
1381,Brian Lara,ODI_WC,2014,86.0,82,4,4,104.88,1
1418,Sachin Tendulkar,ODI_WC,2014,4.0,3,0,0,133.33,0
1528,Shikhar Dhawan,ODI_WC,2017,106.0,135,8,1,78.52,1
592,David Warner,T20_WC,2017,47.0,55,4,2,85.45,1
1940,Suresh Raina,Test,2019,14.0,11,1,0,127.27,0
754,Ricky Ponting,Test,2012,12.0,12,1,0,100.0,1
1160,Sachin Tendulkar,IPL,2015,36.0,39,5,1,92.31,0
365,Kane Williamson,IPL,2017,31.0,25,4,2,124.0,1
