match_id,format,year,team1,team2,winner,venue,toss_winner,toss_decision,toss_won_match,match_type
1510,ODI_WC,2013,West Indies,Australia,West Indies,M. Chinnaswamy Stadium,Australia,field,0,knockout
1511,ODI_WC,2015,England,South Africa,England,SuperSport Park,South Africa,field,0,league
1512,ODI_WC,2013,Sri Lanka,South Africa,Sri Lanka,MCG,Sri Lanka,bat,1,knockout
1513,Test,2019,Australia,South Africa,South Africa,Eden Gardens,South Africa,field,1,league
1514,IPL,2016,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Wankhede Stadium,Rajasthan Royals,field,0,knockout
1515,IPL,2022,Punjab Kings,Mumbai Indians,Punjab Kings,Eden Gardens,Mumbai Indians,bat,0,league
1516,IPL,2022,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,MCG,Rajasthan Royals,field,1,knockout
1517,T20_WC,2016,Bangladesh,Sri Lanka,Bangladesh,SuperSport Park,Bangladesh,bat,1,knockout
1518,Test,2021,West Indies,Pakistan,Pakistan,Gaddafi Stadium,West Indies,field,0,league
1519,IPL,2009,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Lords,Kolkata Knight Riders,field,1,league
1520,Test,2017,England,South Africa,England,MA Chidambaram Stadium,South Africa,field,0,knockout
1521,IPL,2008,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,Feroz Shah Kotla,Sunrisers Hyderabad,field,1,league
1522,Test,2009,Bangladesh,Afghanistan,Afghanistan,Dubai International,Afghanistan,field,1,league
1523,IPL,2012,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Lords,Mumbai Indians,bat,0,knockout
1524,IPL,2011,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Wankhede Stadium,Kolkata Knight Riders,bat,0,league
1525,T20_WC,2011,New Zealand,England,England,Gaddafi Stadium,England,field,1,league
1526,IPL,2016,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,MCG,Punjab Kings,field,1,league
1527,IPL,2018,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Gaddafi Stadium,Rajasthan Royals,bat,1,league
1528,IPL,2015,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Narendra Modi Stadium,Kolkata Knight Riders,bat,0,league
1529,ODI_WC,2013,New Zealand,Bangladesh,Bangladesh,Lords,New Zealand,bat,0,knockout
1530,T20_WC,2008,New Zealand,Sri Lanka,Sri Lanka,SCG,Sri Lanka,bat,1,league
1531,IPL,2009,Punjab Kings,Mumbai Indians,Mumbai Indians,MA Chidambaram Stadium,Punjab Kings,field,0,knockout
1532,T20_WC,2013,Pakistan,England,Pakistan,Dubai International,Pakistan,field,1,league
1533,ODI_WC,2018,Bangladesh,West Indies,West Indies,SuperSport Park,Bangladesh,field,0,knockout
1534,IPL,2009,Mumbai Indians,Rajasthan Royals,Mumbai Indians,MA Chidambaram Stadium,Rajasthan Royals,field,0,league
1535,IPL,2022,Punjab Kings,Mumbai Indians,Mumbai Indians,Gaddafi Stadium,Punjab Kings,field,0,league
1536,IPL,2023,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Eden Gardens,Delhi Capitals,field,0,league
1537,IPL,2020,Chennai Super Kings,Punjab Kings,Chennai Super Kings,Headingley,Punjab Kings,field,0,league
1538,ODI_WC,2017,England,Afghanistan,England,MCG,England,bat,1,league
1539,IPL,2012,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Headingley,Rajasthan Royals,field,1,league
1540,T20_WC,2021,Australia,Sri Lanka,Sri Lanka,Newlands,Australia,bat,0,league
1541,ODI_WC,2012,India,Bangladesh,India,MCG,India,field,1,knockout
1542,IPL,2013,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Headingley,Chennai Super Kings,bat,1,knockout
1543,T20_WC,2013,Sri Lanka,Bangladesh,Sri Lanka,Feroz Shah Kotla,Bangladesh,bat,0,league
1544,IPL,2021,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,MA Chidambaram Stadium,Kolkata Knight Riders,bat,0,league
1545,Test,2013,New Zealand,England,England,Lords,England,bat,1,knockout
1546,T20_WC,2021,South Africa,Australia,South Africa,Newlands,Australia,bat,0,knockout
1547,ODI_WC,2009,Pakistan,South Africa,Pakistan,SuperSport Park,South Africa,bat,0,knockout
1548,T20_WC,2021,Australia,Bangladesh,Australia,Wankhede Stadium,Bangladesh,bat,0,league
1549,IPL,2017,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Gaddafi Stadium,Chennai Super Kings,field,0,league
1550,T20_WC,2021,South Africa,Bangladesh,Bangladesh,Dubai International,Bangladesh,bat,1,league
1551,Test,2020,Sri Lanka,India,India,Lords,India,field,1,knockout
1552,T20_WC,2022,India,Afghanistan,Afghanistan,Gaddafi Stadium,India,field,0,knockout
1553,ODI_WC,2021,Pakistan,South Africa,Pakistan,SuperSport Park,South Africa,field,0,league
1554,Test,2010,South Africa,Sri Lanka,South Africa,Feroz Shah Kotla,Sri Lanka,field,0,league
1555,IPL,2021,Mumbai Indians,Punjab Kings,Punjab Kings,MA Chidambaram Stadium,Mumbai Indians,field,0,league
1556,IPL,2013,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,Headingley,Punjab Kings,field,1,knockout
1557,T20_WC,2020,Sri Lanka,Bangladesh,Bangladesh,Narendra Modi Stadium,Sri Lanka,field,0,league
1558,IPL,2015,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Dubai International,Royal Challengers Bangalore,bat,1,league
1559,ODI_WC,2019,Australia,Pakistan,Pakistan,MA Chidambaram Stadium,Australia,field,0,league
1560,Test,2020,Pakistan,South Africa,South Africa,Eden Gardens,Pakistan,bat,0,league
1561,IPL,2018,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Newlands,Delhi Capitals,field,1,knockout
1562,IPL,2019,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Gaddafi Stadium,Delhi Capitals,bat,0,league
1563,ODI_WC,2008,India,West Indies,India,SCG,West Indies,field,0,league
1564,IPL,2008,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,Dubai International,Delhi Capitals,field,1,league
1565,ODI_WC,2023,England,Bangladesh,England,Dubai International,England,field,1,league
1566,IPL,2018,Chennai Super Kings,Punjab Kings,Chennai Super Kings,Gaddafi Stadium,Punjab Kings,bat,0,knockout
1567,ODI_WC,2020,India,Afghanistan,India,Eden Gardens,Afghanistan,bat,0,league
1568,IPL,2009,Delhi Capitals,Rajasthan Royals,Delhi Capitals,Feroz Shah Kotla,Rajasthan Royals,bat,0,league
1569,T20_WC,2018,Bangladesh,Afghanistan,Bangladesh,Feroz Shah Kotla,Bangladesh,bat,1,league
1570,T20_WC,2022,Pakistan,West Indies,Pakistan,Lords,West Indies,bat,0,knockout
1571,T20_WC,2019,England,New Zealand,New Zealand,SuperSport Park,England,bat,0,knockout
1572,IPL,2019,Mumbai Indians,Punjab Kings,Mumbai Indians,Newlands,Punjab Kings,field,0,knockout
1573,ODI_WC,2013,New Zealand,Australia,New Zealand,MCG,Australia,bat,0,knockout
1574,Test,2016,New Zealand,England,New Zealand,MA Chidambaram Stadium,England,bat,0,league
1575,IPL,2023,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Narendra Modi Stadium,Sunrisers Hyderabad,field,1,knockout
1576,IPL,2011,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Feroz Shah Kotla,Sunrisers Hyderabad,field,1,league
1577,IPL,2010,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Feroz Shah Kotla,Chennai Super Kings,field,0,knockout
1578,T20_WC,2019,Australia,Pakistan,Pakistan,SCG,Pakistan,field,1,league
1579,T20_WC,2023,New Zealand,Australia,New Zealand,Eden Gardens,New Zealand,bat,1,league
1580,T20_WC,2015,New Zealand,India,India,SuperSport Park,New Zealand,bat,0,league
1581,IPL,2023,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Dubai International,Chennai Super Kings,field,0,league
1582,IPL,2018,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,MA Chidambaram Stadium,Kolkata Knight Riders,bat,1,league
1583,T20_WC,2017,England,Afghanistan,England,Eden Gardens,England,bat,1,league
1584,T20_WC,2021,New Zealand,West Indies,New Zealand,Headingley,New Zealand,field,1,league
1585,Test,2016,England,West Indies,West Indies,M. Chinnaswamy Stadium,West Indies,field,1,league
1586,IPL,2019,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,MCG,Sunrisers Hyderabad,bat,1,league
1587,ODI_WC,2018,New Zealand,Pakistan,New Zealand,Gaddafi Stadium,Pakistan,bat,0,knockout
1588,IPL,2012,Punjab Kings,Mumbai Indians,Mumbai Indians,MCG,Punjab Kings,field,0,league
1589,IPL,2016,Punjab Kings,Kolkata Knight Riders,Punjab Kings,MA Chidambaram Stadium,Kolkata Knight Riders,field,0,knockout
1590,ODI_WC,2009,England,India,India,SCG,India,field,1,league
1591,ODI_WC,2010,India,Australia,Australia,Wankhede Stadium,Australia,field,1,league
1592,Test,2014,Afghanistan,Bangladesh,Bangladesh,Narendra Modi Stadium,Bangladesh,bat,1,league
1593,IPL,2014,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,Gaddafi Stadium,Delhi Capitals,bat,0,league
1594,IPL,2013,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,SuperSport Park,Sunrisers Hyderabad,bat,0,league
1595,ODI_WC,2013,West Indies,New Zealand,West Indies,SCG,West Indies,field,1,league
1596,T20_WC,2009,Pakistan,Afghanistan,Afghanistan,Feroz Shah Kotla,Afghanistan,bat,1,league
1597,IPL,2017,Delhi Capitals,Punjab Kings,Punjab Kings,Eden Gardens,Punjab Kings,field,1,league
1598,IPL,2013,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,SCG,Mumbai Indians,bat,0,league
1599,IPL,2011,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Lords,Chennai Super Kings,bat,0,league
1600,Test,2019,England,Sri Lanka,Sri Lanka,Dubai International,England,field,0,knockout
1601,IPL,2010,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Feroz Shah Kotla,Delhi Capitals,bat,1,league
1602,IPL,2020,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,SCG,Royal Challengers Bangalore,field,0,league
1603,IPL,2018,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Wankhede Stadium,Kolkata Knight Riders,field,0,league
1604,IPL,2020,Punjab Kings,Chennai Super Kings,Chennai Super Kings,Narendra Modi Stadium,Punjab Kings,bat,0,league
1605,IPL,2009,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Gaddafi Stadium,Kolkata Knight Riders,field,0,league
1606,T20_WC,2008,India,South Africa,India,Dubai International,South Africa,field,0,league
1607,IPL,2018,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Eden Gardens,Royal Challengers Bangalore,field,1,league
1608,ODI_WC,2018,India,New Zealand,India,Narendra Modi Stadium,India,bat,1,knockout
1609,IPL,2012,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,SCG,Delhi Capitals,field,1,knockout
1610,T20_WC,2023,Sri Lanka,England,Sri Lanka,SuperSport Park,Sri Lanka,field,1,knockout
1611,Test,2009,England,Pakistan,Pakistan,MCG,England,bat,0,knockout
1612,ODI_WC,2009,South Africa,Australia,Australia,M. Chinnaswamy Stadium,Australia,field,1,knockout
1613,T20_WC,2014,Bangladesh,England,England,SCG,England,field,1,knockout
1614,IPL,2015,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,MA Chidambaram Stadium,Sunrisers Hyderabad,field,0,knockout
1615,IPL,2020,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,Headingley,Punjab Kings,field,1,league
1616,ODI_WC,2017,England,Afghanistan,England,Headingley,Afghanistan,bat,0,knockout
1617,Test,2015,South Africa,Pakistan,South Africa,Feroz Shah Kotla,South Africa,field,1,league
1618,ODI_WC,2021,New Zealand,West Indies,West Indies,Newlands,New Zealand,bat,0,league
1619,T20_WC,2023,Pakistan,Bangladesh,Bangladesh,Narendra Modi Stadium,Bangladesh,field,1,league
1620,ODI_WC,2011,India,New Zealand,New Zealand,Lords,India,bat,0,league
1621,T20_WC,2022,New Zealand,Sri Lanka,New Zealand,MCG,Sri Lanka,field,0,league
1622,IPL,2021,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Narendra Modi Stadium,Delhi Capitals,bat,0,league
1623,T20_WC,2008,Afghanistan,West Indies,Afghanistan,SCG,West Indies,field,0,knockout
1624,Test,2018,South Africa,England,South Africa,Eden Gardens,England,bat,0,league
1625,IPL,2014,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,M. Chinnaswamy Stadium,Rajasthan Royals,bat,1,league
1626,ODI_WC,2008,Pakistan,Bangladesh,Bangladesh,SuperSport Park,Pakistan,field,0,league
1627,IPL,2018,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,Narendra Modi Stadium,Delhi Capitals,field,0,league
1628,T20_WC,2011,Afghanistan,India,Afghanistan,,Afghanistan,bat,1,league
1629,IPL,2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,SuperSport Park,Chennai Super Kings,field,0,knockout
1630,T20_WC,2009,India,New Zealand,New Zealand,SuperSport Park,India,bat,0,knockout
1631,ODI_WC,2013,West Indies,Pakistan,Pakistan,Lords,Pakistan,field,1,league
1632,IPL,2020,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Wankhede Stadium,Kolkata Knight Riders,bat,0,league
1633,ODI_WC,2013,England,New Zealand,New Zealand,Dubai International,New Zealand,field,1,knockout
1634,ODI_WC,2019,England,India,England,Gaddafi Stadium,India,field,0,league
1635,Test,2016,West Indies,South Africa,West Indies,SCG,West Indies,bat,1,knockout
1636,IPL,2012,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,MA Chidambaram Stadium,Royal Challengers Bangalore,field,1,league
1637,IPL,2017,Delhi Capitals,Chennai Super Kings,Delhi Capitals,Newlands,Delhi Capitals,field,1,league
1638,IPL,2011,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Feroz Shah Kotla,Mumbai Indians,bat,1,league
1639,Test,2012,South Africa,West Indies,South Africa,Newlands,West Indies,field,0,knockout
1640,Test,2019,New Zealand,Bangladesh,New Zealand,MA Chidambaram Stadium,New Zealand,field,1,league
1641,T20_WC,2023,South Africa,Pakistan,South Africa,Narendra Modi Stadium,Pakistan,bat,0,league
1642,ODI_WC,2019,England,South Africa,England,Feroz Shah Kotla,England,field,1,knockout
1643,T20_WC,2017,Bangladesh,Pakistan,Pakistan,Headingley,Bangladesh,bat,0,knockout
1644,T20_WC,2022,South Africa,Pakistan,South Africa,M. Chinnaswamy Stadium,Pakistan,field,0,league
1645,IPL,2018,Delhi Capitals,Mumbai Indians,Delhi Capitals,Lords,Delhi Capitals,field,1,league
1646,ODI_WC,2012,Sri Lanka,England,Sri Lanka,Dubai International,Sri Lanka,field,1,knockout
1647,IPL,2015,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Lords,Kolkata Knight Riders,field,1,league
1648,ODI_WC,2017,Afghanistan,India,Afghanistan,MCG,Afghanistan,field,1,league
1649,ODI_WC,2019,Afghanistan,India,India,Lords,India,bat,1,knockout
1650,ODI_WC,2015,New Zealand,Bangladesh,Bangladesh,Wankhede Stadium,Bangladesh,bat,1,league
1651,IPL,2009,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Gaddafi Stadium,Sunrisers Hyderabad,field,1,knockout
1652,IPL,2014,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Lords,Sunrisers Hyderabad,field,1,knockout
1653,IPL,2015,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Headingley,Kolkata Knight Riders,field,0,knockout
1654,IPL,2023,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,SuperSport Park,Punjab Kings,bat,0,league
1655,IPL,2018,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Gaddafi Stadium,Rajasthan Royals,bat,0,league
1656,Test,2013,Afghanistan,Australia,Australia,Eden Gardens,Afghanistan,field,0,knockout
1657,T20_WC,2012,West Indies,Bangladesh,West Indies,Headingley,West Indies,field,1,league
1658,IPL,2018,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,Narendra Modi Stadium,Royal Challengers Bangalore,field,1,league
1659,IPL,2016,Chennai Super Kings,Punjab Kings,Punjab Kings,Eden Gardens,Punjab Kings,field,1,knockout
1660,IPL,2020,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,SCG,Rajasthan Royals,field,1,league
1661,T20_WC,2010,India,South Africa,South Africa,Headingley,South Africa,field,1,league
1662,T20_WC,2019,Sri Lanka,Bangladesh,Bangladesh,Newlands,Bangladesh,bat,1,league
1663,Test,2020,South Africa,Afghanistan,South Africa,Headingley,South Africa,field,1,league
1664,T20_WC,2020,Afghanistan,New Zealand,Afghanistan,Eden Gardens,New Zealand,field,0,league
1665,Test,2017,Australia,England,England,SCG,England,field,1,league
1666,Test,2011,India,Sri Lanka,India,Dubai International,India,field,1,knockout
1667,IPL,2016,Delhi Capitals,Chennai Super Kings,Delhi Capitals,SuperSport Park,Delhi Capitals,field,1,league
1668,Test,2013,England,Sri Lanka,Sri Lanka,SuperSport Park,England,field,0,league
1669,IPL,2015,Chennai Super Kings,Punjab Kings,Punjab Kings,Eden Gardens,Chennai Super Kings,field,0,knockout
1670,ODI_WC,2014,Bangladesh,India,India,Gaddafi Stadium,India,field,1,league
1671,IPL,2018,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Dubai International,Kolkata Knight Riders,field,0,league
1672,Test,2009,Pakistan,Afghanistan,Afghanistan,Wankhede Stadium,Afghanistan,bat,1,league
1673,Test,2010,England,West Indies,West Indies,Narendra Modi Stadium,England,field,0,knockout
1674,ODI_WC,2008,India,Sri Lanka,India,Headingley,Sri Lanka,bat,0,league
1675,ODI_WC,2023,West Indies,South Africa,South Africa,M. Chinnaswamy Stadium,West Indies,field,0,league
1676,IPL,2016,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Dubai International,Chennai Super Kings,field,1,knockout
1677,IPL,2020,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,,Rajasthan Royals,field,0,knockout
1678,IPL,2014,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Narendra Modi Stadium,Royal Challengers Bangalore,field,1,league
1679,IPL,2008,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Gaddafi Stadium,Sunrisers Hyderabad,field,1,knockout
1680,ODI_WC,2010,Bangladesh,Afghanistan,Bangladesh,Gaddafi Stadium,Bangladesh,bat,1,knockout
1681,IPL,2011,Delhi Capitals,Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,Mumbai Indians,field,0,league
1682,Test,2011,New Zealand,Australia,Australia,MA Chidambaram Stadium,New Zealand,field,0,league
1683,T20_WC,2012,Pakistan,England,Pakistan,Wankhede Stadium,England,field,0,league
1684,ODI_WC,2021,Afghanistan,South Africa,Afghanistan,Feroz Shah Kotla,South Africa,bat,0,league
1685,IPL,2010,Punjab Kings,Mumbai Indians,Punjab Kings,Dubai International,Mumbai Indians,bat,0,league
1686,Test,2010,New Zealand,India,India,Wankhede Stadium,India,bat,1,league
1687,Test,2008,Bangladesh,Australia,Bangladesh,,Australia,field,0,knockout
1688,T20_WC,2014,England,India,India,MCG,India,field,1,league
1689,T20_WC,2018,Afghanistan,England,Afghanistan,Eden Gardens,Afghanistan,bat,1,league
1690,ODI_WC,2017,Australia,Pakistan,Pakistan,MCG,Australia,field,0,league
1691,IPL,2021,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Feroz Shah Kotla,Mumbai Indians,field,0,league
1692,T20_WC,2008,New Zealand,Pakistan,New Zealand,Feroz Shah Kotla,Pakistan,bat,0,knockout
1693,IPL,2009,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Newlands,Delhi Capitals,field,0,league
1694,IPL,2020,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Dubai International,Mumbai Indians,bat,1,league
1695,IPL,2011,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,MA Chidambaram Stadium,Sunrisers Hyderabad,bat,1,league
1696,IPL,2020,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,Gaddafi Stadium,Delhi Capitals,field,0,league
1697,IPL,2011,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,SCG,Kolkata Knight Riders,bat,0,knockout
1698,IPL,2012,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Mumbai Indians,field,0,knockout
1699,Test,2018,Bangladesh,Sri Lanka,Bangladesh,Newlands,Sri Lanka,bat,0,knockout
1700,T20_WC,2009,England,Sri Lanka,England,SuperSport Park,Sri Lanka,bat,0,league
1701,Test,2011,West Indies,New Zealand,West Indies,MCG,New Zealand,field,0,knockout
1702,IPL,2008,Delhi Capitals,Mumbai Indians,Mumbai Indians,Dubai International,Mumbai Indians,bat,1,league
1703,IPL,2009,Delhi Capitals,Mumbai Indians,Mumbai Indians,Lords,Mumbai Indians,field,1,league
1704,T20_WC,2008,West Indies,New Zealand,New Zealand,Feroz Shah Kotla,West Indies,field,0,league
1705,IPL,2017,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Narendra Modi Stadium,Royal Challengers Bangalore,field,0,knockout
1706,IPL,2017,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Feroz Shah Kotla,Kolkata Knight Riders,field,0,league
1707,T20_WC,2020,Sri Lanka,Pakistan,Sri Lanka,MA Chidambaram Stadium,Pakistan,bat,0,league
1708,IPL,2011,Punjab Kings,Chennai Super Kings,Punjab Kings,Lords,Chennai Super Kings,bat,0,league
1709,T20_WC,2011,New Zealand,England,England,MCG,New Zealand,bat,0,league
1710,ODI_WC,2014,Sri Lanka,South Africa,South Africa,SuperSport Park,South Africa,bat,1,knockout
1711,IPL,2017,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Gaddafi Stadium,Sunrisers Hyderabad,bat,1,knockout
1712,IPL,2018,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,SuperSport Park,Chennai Super Kings,bat,0,league
1713,ODI_WC,2018,Australia,England,Australia,M. Chinnaswamy Stadium,England,bat,0,league
1714,T20_WC,2016,Pakistan,New Zealand,New Zealand,MCG,New Zealand,field,1,knockout
1715,IPL,2016,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Eden Gardens,Chennai Super Kings,field,0,league
1716,Test,2012,South Africa,India,India,SCG,South Africa,bat,0,league
1717,IPL,2017,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,bat,1,league
1718,ODI_WC,2008,India,Afghanistan,Afghanistan,Dubai International,Afghanistan,bat,1,knockout
1719,Test,2008,Sri Lanka,England,England,Feroz Shah Kotla,Sri Lanka,field,0,league
1720,IPL,2013,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,bat,1,knockout
1721,IPL,2009,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Feroz Shah Kotla,Mumbai Indians,bat,0,knockout
1722,IPL,2015,Punjab Kings,Rajasthan Royals,Punjab Kings,Lords,Rajasthan Royals,field,0,league
1723,IPL,2020,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Dubai International,Kolkata Knight Riders,bat,1,knockout
1724,IPL,2016,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Lords,Royal Challengers Bangalore,field,1,league
1725,ODI_WC,2020,South Africa,India,South Africa,Lords,South Africa,bat,1,knockout
1726,IPL,2011,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,SuperSport Park,Sunrisers Hyderabad,bat,1,league
1727,T20_WC,2012,England,Bangladesh,Bangladesh,Dubai International,Bangladesh,bat,1,league
1728,Test,2023,England,West Indies,England,Dubai International,West Indies,bat,0,league
1729,ODI_WC,2018,West Indies,India,West Indies,Feroz Shah Kotla,India,bat,0,league
1730,T20_WC,2015,Pakistan,India,India,MCG,India,bat,1,league
1731,IPL,2010,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Dubai International,Chennai Super Kings,bat,1,league
1732,T20_WC,2012,England,Afghanistan,England,Newlands,Afghanistan,field,0,league
1733,T20_WC,2010,Bangladesh,West Indies,Bangladesh,Dubai International,West Indies,bat,0,knockout
1734,IPL,2019,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Wankhede Stadium,Kolkata Knight Riders,field,0,league
1735,IPL,2017,Mumbai Indians,Delhi Capitals,Delhi Capitals,Dubai International,Mumbai Indians,field,0,league
1736,Test,2010,South Africa,Australia,South Africa,Headingley,South Africa,bat,1,league
1737,IPL,2010,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,Dubai International,Punjab Kings,bat,1,knockout
1738,IPL,2020,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Newlands,Mumbai Indians,bat,1,knockout
1739,IPL,2019,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,SCG,Delhi Capitals,bat,1,league
1740,IPL,2014,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,SCG,Royal Challengers Bangalore,bat,0,league
1741,ODI_WC,2022,Pakistan,Bangladesh,Bangladesh,Gaddafi Stadium,Bangladesh,field,1,league
1742,ODI_WC,2014,New Zealand,West Indies,New Zealand,MA Chidambaram Stadium,New Zealand,field,1,knockout
1743,ODI_WC,2014,England,Afghanistan,England,Narendra Modi Stadium,Afghanistan,field,0,knockout
1744,IPL,2017,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,M. Chinnaswamy Stadium,Chennai Super Kings,field,0,league
1745,IPL,2015,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Wankhede Stadium,Sunrisers Hyderabad,field,0,league
1746,T20_WC,2012,Bangladesh,India,Bangladesh,Headingley,India,bat,0,knockout
1747,IPL,2012,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Gaddafi Stadium,Royal Challengers Bangalore,field,1,knockout
1748,IPL,2021,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Headingley,Rajasthan Royals,bat,0,league
1749,ODI_WC,2011,Bangladesh,England,Bangladesh,Gaddafi Stadium,Bangladesh,field,1,league
1750,IPL,2014,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Eden Gardens,Royal Challengers Bangalore,field,0,league
1751,T20_WC,2017,South Africa,New Zealand,South Africa,Feroz Shah Kotla,South Africa,bat,1,league
1752,IPL,2011,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Eden Gardens,Rajasthan Royals,bat,0,league
1753,IPL,2022,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Gaddafi Stadium,Kolkata Knight Riders,field,1,knockout
1754,IPL,2009,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,MA Chidambaram Stadium,Mumbai Indians,bat,0,league
1755,Test,2011,India,England,India,Newlands,India,field,1,league
1756,ODI_WC,2020,England,Afghanistan,Afghanistan,SCG,England,field,0,league
1757,Test,2020,South Africa,Australia,Australia,MCG,Australia,bat,1,league
