match_id,bowler,format,year,overs,runs_conceded,wickets,economy_rate,maidens
755,Jasprit Bumrah,ODI_WC,2021,20,221,1,11.05,2
1050,Jasprit Bumrah,Test,2014,20,209,0,10.45,1
300,Shaheen Afridi,ODI_WC,2016,4,31,6,7.75,0
1991,Yuzvendra Chahal,T20_WC,2018,4,33,0,8.25,2
264,Shaheen Afridi,IPL,2014,20,218,2,10.9,0
1341,Jasprit Bumrah,T20_WC,2008,10,111,0,11.1,2
1803,James Anderson,T20_WC,2023,10,86,1,8.6,2
699,James Anderson,IPL,2018,10,63,1,6.3,1
744,Shane Warne,T20_WC,2016,4,33,1,8.25,0
528,Pat Cummins,IPL,2013,10,114,1,11.4,1
969,Shane Warne,Test,2009,4,37,3,9.25,1
873,Mitchell Starc,IPL,2017,10,104,0,10.4,1
1988,James Anderson,IPL,2023,4,20,3,5.0,1
715,Shaheen Afridi,T20_WC,2016,4,37,1,9.25,2
778,Shaheen Afridi,Test,2008,4,36,2,9.0,1
1275,Pat Cummins,Test,2012,20,166,0,8.3,2
1595,Mitchell Starc,T20_WC,2016,4,39,1,9.75,2
565,Kagiso Rabada,T20_WC,2019,4,44,2,11.0,1
1501,Glenn Maxwell,IPL,2023,4,46,0,11.5,2
553,Yuzvendra Chahal,IPL,2021,10,67,1,6.7,0
517,Lasith Malinga,IPL,2008,4,34,1,8.5,0
3,Kagiso Rabada,ODI_WC,2009,20,142,0,7.1,0
461,Ravindra Jadeja,T20_WC,2018,10,79,2,7.9,0
1488,Muttiah Muralitharan,ODI_WC,2014,10,84,0,8.4,2
873,Trent Boult,ODI_WC,2017,20,209,3,10.45,2
1608,Shaheen Afridi,IPL,2019,4,45,4,11.25,0
1308,Mitchell Starc,IPL,2018,4,36,0,9.0,0
920,Lasith Malinga,ODI_WC,2009,10,119,0,11.9,0
166,Stuart Broad,Test,2016,20,179,4,8.95,0
578,Kagiso Rabada,ODI_WC,2021,10,106,0,10.6,2
318,Lasith Malinga,IPL,2016,10,59,0,5.9,0
1286,Muttiah Muralitharan,Test,2018,4,20,3,5.0,0
787,Lasith Malinga,IPL,2021,4,20,2,5.0,1
658,Yuzvendra Chahal,IPL,2020,20,224,2,11.2,1
62,Lasith Malinga,IPL,2019,10,55,0,5.5,2
38,Jasprit Bumrah,IPL,2017,20,185,1,9.25,0
472,Yuzvendra Chahal,IPL,2015,10,90,0,9.0,0
1319,Pat Cummins,IPL,2009,20,209,0,10.45,1
1812,Yuzvendra Chahal,IPL,2019,20,143,1,7.15,0
728,Pat Cummins,IPL,2017,20,149,2,7.45,0
568,Muttiah Muralitharan,IPL,2023,20,149,1,7.45,0
439,Muttiah Muralitharan,IPL,2010,10,61,1,6.1,1
1403,Ravindra Jadeja,ODI_WC,2020,20,129,1,6.45,1
1154,Kagiso Rabada,IPL,2010,10,63,4,6.3,0
740,Jasprit Bumrah,ODI_WC,2015,20,120,2,6.0,0
144,Jasprit Bumrah,IPL,2020,4,41,2,10.25,0
611,Kagiso Rabada,T20_WC,2015,10,92,2,9.2,0
135,James Anderson,ODI_WC,2013,10,89,0,8.9,2
956,Trent Boult,T20_WC,2023,10,97,4,9.7,1
1694,Lasith Malinga,T20_WC,2014,20,148,0,7.4,2
35,Trent Boult,IPL,2008,10,101,0,10.1,2
1319,Pat Cummins,ODI_WC,2015,20,138,4,6.9,2
939,Trent Boult,Test,2020,20,214,0,10.7,2
912,Yuzvendra Chahal,IPL,2014,4,37,3,9.25,0
656,Pat Cummins,Test,2012,4,43,0,10.75,0
1944,Trent Boult,IPL,2012,4,21,0,5.25,0
398,Muttiah Muralitharan,ODI_WC,2009,20,218,4,10.9,0
1040,Pat Cummins,T20_WC,2020,10,57,5,5.7,1
1312,Jasprit Bumrah,ODI_WC,2019,10,96,5,9.6,1
1460,Rashid Khan,IPL,2008,4,26,0,6.5,0
1863,Pat Cummins,IPL,2022,10,53,1,5.3,0
1881,Mitchell Starc,IPL,2016,4,27,0,6.75,0
1111,Pat Cummins,Test,2017,4,31,2,7.75,0
258,Lasith Malinga,IPL,2010,10,60,2,6.0,0
969,Trent Boult,IPL,2019,10,56,7,5.6,1
1637,Trent Boult,T20_WC,2018,20,239,3,11.95,1
1002,James Anderson,T20_WC,2012,10,55,0,5.5,0
1440,Muttiah Muralitharan,T20_WC,2018,10,63,1,6.3,1
1067,Shane Warne,IPL,2015,4,27,0,6.75,1
726,James Anderson,IPL,2019,20,144,0,7.2,2
18,Mitchell Starc,IPL,2014,10,59,1,5.9,0
1450,Shane Warne,IPL,2014,20,217,0,10.85,0
1661,Rashid Khan,IPL,2017,20,229,2,11.45,1
1215,Lasith Malinga,IPL,2023,4,35,1,8.75,1
110,James Anderson,IPL,2017,4,35,0,8.75,1
87,James Anderson,IPL,2020,10,119,0,11.9,1
1801,Shane Warne,ODI_WC,2023,4,44,1,11.0,0
219,Rashid Khan,IPL,2019,20,157,1,7.85,1
994,Jasprit Bumrah,IPL,2017,4,41,2,10.25,1
1673,Jasprit Bumrah,ODI_WC,2020,4,27,3,6.75,0
1365,James Anderson,IPL,2018,20,107,6,5.35,1
1169,Glenn Maxwell,IPL,2011,20,103,3,5.15,2
1797,Pat Cummins,T20_WC,2017,4,35,1,8.75,0
398,Trent Boult,IPL,2011,4,33,0,8.25,1
722,Rashid Khan,Test,2017,4,24,2,6.0,1
664,Jasprit Bumrah,Test,2013,20,219,1,10.95,0
371,Glenn Maxwell,ODI_WC,2017,20,181,1,9.05,1
1481,Jasprit Bumrah,IPL,2011,4,30,1,7.5,2
671,Kagiso Rabada,T20_WC,2014,10,85,0,8.5,2
1365,Rashid Khan,IPL,2022,20,113,0,5.65,0
483,Ravindra Jadeja,Test,2009,4,45,3,11.25,2
703,Yuzvendra Chahal,ODI_WC,2014,20,140,0,7.0,0
1178,Shaheen Afridi,T20_WC,2010,4,24,2,6.0,2
1536,Mitchell Starc,IPL,2015,4,31,2,7.75,0
785,Kagiso Rabada,T20_WC,2022,4,27,1,6.75,1
260,Trent Boult,IPL,2012,10,71,1,7.1,1
1159,Ravindra Jadeja,IPL,2021,10,107,2,10.7,0
1667,Yuzvendra Chahal,ODI_WC,2016,20,176,0,8.8,2
1961,Kagiso Rabada,Test,2011,20,230,0,11.5,0
768,Ravindra Jadeja,IPL,2019,10,116,2,11.6,1
1759,Shane Warne,Test,2012,4,47,0,11.75,0
917,Ravindra Jadeja,Test,2023,10,59,0,5.9,1
1084,Kagiso Rabada,Test,2018,10,112,1,11.2,0
254,Shane Warne,ODI_WC,2008,4,28,3,7.0,0
846,Muttiah Muralitharan,Test,2010,20,188,1,9.4,2
1580,Muttiah Muralitharan,IPL,2022,10,111,0,11.1,1
731,Mitchell Starc,IPL,2011,20,113,0,5.65,0
1446,Glenn Maxwell,T20_WC,2023,10,60,1,6.0,0
23,Shaheen Afridi,IPL,2016,10,101,1,10.1,2
458,Pat Cummins,Test,2015,20,148,0,7.4,0
366,Trent Boult,ODI_WC,2009,20,191,3,9.55,0
189,Shaheen Afridi,T20_WC,2023,4,23,1,5.75,0
149,Jasprit Bumrah,Test,2013,4,47,1,11.75,2
1522,Trent Boult,IPL,2011,10,85,0,8.5,2
131,Kagiso Rabada,IPL,2023,10,110,2,11.0,2
560,Trent Boult,IPL,2018,4,38,2,9.5,0
1547,Muttiah Muralitharan,IPL,2012,4,46,1,11.5,0
909,Muttiah Muralitharan,IPL,2017,10,89,2,8.9,0
1161,Jasprit Bumrah,T20_WC,2016,4,28,0,7.0,2
494,Stuart Broad,IPL,2023,20,185,2,9.25,0
719,Yuzvendra Chahal,Test,2011,10,119,1,11.9,0
691,Stuart Broad,ODI_WC,2023,10,107,2,10.7,0
1474,James Anderson,IPL,2020,10,81,0,8.1,0
1240,Trent Boult,ODI_WC,2012,10,107,3,10.7,1
1997,Pat Cummins,IPL,2014,20,198,3,9.9,2
1880,James Anderson,IPL,2018,4,46,0,11.5,0
1559,Rashid Khan,ODI_WC,2014,10,75,3,7.5,0
1522,Muttiah Muralitharan,Test,2013,10,52,2,5.2,2
802,Rashid Khan,Test,2020,10,56,1,5.6,0
707,Stuart Broad,IPL,2010,10,103,0,10.3,0
206,Stuart Broad,T20_WC,2008,20,196,1,9.8,0
1690,Lasith Malinga,T20_WC,2019,4,40,1,10.0,1
317,Pat Cummins,T20_WC,2016,20,193,0,9.65,1
705,Shaheen Afridi,IPL,2022,10,81,3,8.1,2
93,Jasprit Bumrah,IPL,2013,10,54,1,5.4,2
524,Kagiso Rabada,IPL,2010,20,216,2,10.8,0
1285,Shaheen Afridi,Test,2008,10,62,1,6.2,0
1340,Kagiso Rabada,IPL,2019,20,238,3,11.9,0
819,Pat Cummins,IPL,2019,20,128,1,6.4,0
820,Lasith Malinga,Test,2020,4,22,0,5.5,1
233,Shaheen Afridi,ODI_WC,2013,4,30,2,7.5,0
1079,Shane Warne,Test,2010,4,29,2,7.25,2
1607,Trent Boult,IPL,2008,4,47,4,11.75,2
1635,Lasith Malinga,T20_WC,2020,20,155,2,7.75,1
839,Shaheen Afridi,ODI_WC,2012,10,53,0,5.3,2
1839,James Anderson,T20_WC,2008,20,238,3,11.9,2
985,James Anderson,IPL,2010,10,105,1,10.5,2
96,Ravindra Jadeja,IPL,2010,4,47,0,11.75,1
1151,Muttiah Muralitharan,T20_WC,2022,10,72,5,7.2,1
924,Stuart Broad,T20_WC,2022,10,58,2,5.8,0
1195,Rashid Khan,ODI_WC,2022,20,155,3,7.75,2
1020,Lasith Malinga,ODI_WC,2013,4,23,0,5.75,2
1081,Kagiso Rabada,IPL,2011,20,120,2,6.0,2
1226,Shaheen Afridi,T20_WC,2015,10,113,2,11.3,0
225,Mitchell Starc,ODI_WC,2010,10,119,1,11.9,1
585,Muttiah Muralitharan,IPL,2015,10,119,0,11.9,0
1443,Lasith Malinga,IPL,2020,20,161,1,8.05,0
710,Stuart Broad,T20_WC,2019,20,133,1,6.65,2
1682,Pat Cummins,IPL,2014,20,124,2,6.2,0
1988,James Anderson,T20_WC,2009,4,30,1,7.5,2
851,Jasprit Bumrah,IPL,2019,10,91,1,9.1,1
198,Yuzvendra Chahal,IPL,2020,20,204,0,10.2,0
97,Stuart Broad,Test,2021,20,172,4,8.6,2
1988,Rashid Khan,Test,2015,20,217,2,10.85,0
737,Mitchell Starc,Test,2008,20,228,7,11.4,2
305,Trent Boult,T20_WC,2016,20,223,4,11.15,0
4,Mitchell Starc,IPL,2014,20,151,3,7.55,2
1749,Shaheen Afridi,Test,2013,20,233,0,11.65,2
28,James Anderson,T20_WC,2015,4,45,2,11.25,2
64,Trent Boult,ODI_WC,2021,20,157,0,7.85,2
1799,Rashid Khan,IPL,2016,4,31,3,7.75,1
584,Kagiso Rabada,IPL,2022,4,22,3,5.5,1
1379,Glenn Maxwell,IPL,2020,10,115,0,11.5,1
1164,Jasprit Bumrah,T20_WC,2015,10,56,3,5.6,1
1875,Glenn Maxwell,Test,2013,4,33,6,8.25,2
1194,Pat Cummins,T20_WC,2023,4,40,1,10.0,1
1268,Trent Boult,T20_WC,2011,20,223,1,11.15,1
1446,Pat Cummins,ODI_WC,2016,4,35,0,8.75,0
1298,Ravindra Jadeja,IPL,2015,20,195,2,9.75,2
1820,Mitchell Starc,IPL,2015,20,199,3,9.95,0
1728,Muttiah Muralitharan,ODI_WC,2023,10,51,0,5.1,1
1830,Glenn Maxwell,Test,2010,4,46,4,11.5,1
96,Mitchell Starc,IPL,2023,20,150,0,7.5,1
1595,Jasprit Bumrah,IPL,2017,4,24,1,6.0,1
1886,Muttiah Muralitharan,IPL,2016,20,166,4,8.3,2
1952,Shaheen Afridi,Test,2022,10,101,4,10.1,2
598,Jasprit Bumrah,IPL,2021,20,215,0,10.75,1
1586,Kagiso Rabada,ODI_WC,2014,10,100,5,10.0,2
1733,Ravindra Jadeja,T20_WC,2023,10,78,0,7.8,1
1276,Ravindra Jadeja,ODI_WC,2008,10,97,1,9.7,1
1403,Ravindra Jadeja,IPL,2009,10,80,2,8.0,0
711,Shane Warne,IPL,2018,10,119,0,11.9,1
1737,Jasprit Bumrah,IPL,2009,4,47,1,11.75,0
1923,Shaheen Afridi,ODI_WC,2008,4,26,3,6.5,0
951,Jasprit Bumrah,T20_WC,2008,20,167,1,8.35,2
787,Yuzvendra Chahal,ODI_WC,2011,10,90,0,9.0,0
748,Yuzvendra Chahal,IPL,2014,10,94,3,9.4,2
18,Stuart Broad,T20_WC,2013,4,32,0,8.0,2
670,Shaheen Afridi,ODI_WC,2020,4,34,3,8.5,1
1076,Trent Boult,T20_WC,2019,10,88,4,8.8,0
1276,Ravindra Jadeja,Test,2014,4,30,2,7.5,2
504,Rashid Khan,ODI_WC,2019,4,28,0,7.0,2
1509,Jasprit Bumrah,ODI_WC,2023,10,94,2,9.4,0
840,Shaheen Afridi,ODI_WC,2015,10,80,0,8.0,1
1014,Yuzvendra Chahal,ODI_WC,2015,10,118,0,11.8,0
925,Glenn Maxwell,IPL,2019,20,152,2,7.6,0
1004,Ravindra Jadeja,IPL,2023,10,63,0,6.3,0
657,Muttiah Muralitharan,T20_WC,2019,20,159,0,7.95,1
659,Ravindra Jadeja,IPL,2019,4,38,0,9.5,1
184,Stuart Broad,Test,2023,10,80,2,8.0,1
1038,Lasith Malinga,IPL,2010,4,27,1,6.75,0
1808,Glenn Maxwell,IPL,2014,4,33,0,8.25,1
1727,James Anderson,IPL,2023,20,162,0,8.1,0
591,Pat Cummins,Test,2013,10,116,4,11.6,0
356,Shaheen Afridi,IPL,2020,20,102,7,5.1,1
1554,Mitchell Starc,Test,2020,4,31,1,7.75,1
1381,Ravindra Jadeja,ODI_WC,2021,20,147,0,7.35,0
1759,Shaheen Afridi,IPL,2020,10,65,0,6.5,2
1265,Shane Warne,IPL,2018,10,88,1,8.8,1
1576,Kagiso Rabada,IPL,2015,4,37,2,9.25,1
13,Mitchell Starc,IPL,2010,10,50,1,5.0,0
1353,Mitchell Starc,Test,2021,20,194,1,9.7,2
1912,Mitchell Starc,T20_WC,2018,20,153,1,7.65,2
1774,Trent Boult,IPL,2016,4,45,5,11.25,0
832,Shaheen Afridi,T20_WC,2012,4,40,1,10.0,0
945,Lasith Malinga,Test,2009,20,171,0,8.55,2
1654,Ravindra Jadeja,IPL,2011,4,46,2,11.5,2
1510,James Anderson,ODI_WC,2014,20,196,2,9.8,0
1863,Shane Warne,ODI_WC,2008,20,213,0,10.65,1
1633,Rashid Khan,IPL,2008,20,233,2,11.65,2
152,Ravindra Jadeja,Test,2019,20,224,0,11.2,2
1508,Glenn Maxwell,IPL,2016,4,21,2,5.25,2
283,Rashid Khan,IPL,2010,20,129,0,6.45,2
1323,Jasprit Bumrah,Test,2008,10,94,6,9.4,0
650,Shane Warne,T20_WC,2022,4,24,1,6.0,1
767,James Anderson,IPL,2020,20,165,0,8.25,2
1037,Stuart Broad,IPL,2014,4,33,3,8.25,1
372,Yuzvendra Chahal,T20_WC,2020,10,82,3,8.2,0
1981,Mitchell Starc,IPL,2014,10,107,2,10.7,0
1814,Pat Cummins,IPL,2021,20,168,1,8.4,0
493,Mitchell Starc,T20_WC,2021,10,110,0,11.0,1
1334,James Anderson,IPL,2009,20,208,2,10.4,2
1414,Ravindra Jadeja,IPL,2020,20,189,3,9.45,0
1330,Trent Boult,ODI_WC,2015,4,36,1,9.0,2
1685,Kagiso Rabada,IPL,2019,20,132,0,6.6,1
987,Yuzvendra Chahal,ODI_WC,2022,20,207,5,10.35,0
812,Shaheen Afridi,IPL,2019,20,212,2,10.6,0
994,Shaheen Afridi,IPL,2020,20,168,6,8.4,2
1222,James Anderson,IPL,2010,20,130,0,6.5,0
263,Ravindra Jadeja,T20_WC,2022,20,206,0,10.3,1
1526,Ravindra Jadeja,IPL,2020,20,212,0,10.6,1
1571,Shane Warne,IPL,2010,4,35,0,8.75,0
1118,Mitchell Starc,ODI_WC,2023,4,39,0,9.75,0
843,Muttiah Muralitharan,IPL,2021,20,208,0,10.4,2
1088,Muttiah Muralitharan,IPL,2019,4,28,2,7.0,1
766,Stuart Broad,IPL,2012,20,139,3,6.95,2
30,James Anderson,Test,2021,20,199,0,9.95,1
442,Mitchell Starc,ODI_WC,2009,10,85,0,8.5,1
570,Ravindra Jadeja,T20_WC,2011,4,34,0,8.5,1
1429,Trent Boult,T20_WC,2009,10,117,1,11.7,1
1577,Shane Warne,T20_WC,2023,20,211,3,10.55,1
1902,Rashid Khan,IPL,2023,20,135,0,6.75,0
1931,Stuart Broad,ODI_WC,2019,20,156,0,7.8,1
1094,James Anderson,ODI_WC,2016,4,43,3,10.75,0
1747,Ravindra Jadeja,T20_WC,2013,4,22,3,5.5,0
1327,Trent Boult,IPL,2008,4,28,3,7.0,2
153,Rashid Khan,IPL,2016,4,29,1,7.25,0
800,Trent Boult,IPL,2015,10,77,4,7.7,2
1947,James Anderson,ODI_WC,2009,10,68,1,6.8,1
1198,Shane Warne,T20_WC,2010,4,37,3,9.25,0
1804,Muttiah Muralitharan,Test,2014,4,31,1,7.75,0
1549,Trent Boult,Test,2011,10,87,1,8.7,2
1733,Rashid Khan,ODI_WC,2015,4,27,3,6.75,2
1804,Jasprit Bumrah,IPL,2008,20,220,0,11.0,2
1457,Ravindra Jadeja,IPL,2017,20,128,0,6.4,0
371,Shaheen Afridi,IPL,2011,4,44,2,11.0,1
1443,Ravindra Jadeja,IPL,2008,4,25,4,6.25,2
1042,Shaheen Afridi,Test,2014,20,151,0,7.55,2
466,Ravindra Jadeja,T20_WC,2016,4,41,1,10.25,1
1513,Lasith Malinga,IPL,2008,20,168,1,8.4,1
1534,Shaheen Afridi,IPL,2023,20,133,7,6.65,1
451,Muttiah Muralitharan,T20_WC,2015,4,38,2,9.5,1
1195,Yuzvendra Chahal,IPL,2022,4,23,0,5.75,1
766,Yuzvendra Chahal,IPL,2017,20,130,1,6.5,2
1524,Rashid Khan,ODI_WC,2018,4,27,0,6.75,2
1840,Yuzvendra Chahal,ODI_WC,2013,4,36,2,9.0,1
1743,James Anderson,IPL,2013,10,88,1,8.8,0
358,Trent Boult,IPL,2015,10,86,2,8.6,0
1946,James Anderson,T20_WC,2022,20,113,3,5.65,1
873,Shaheen Afridi,IPL,2008,20,209,3,10.45,2
961,James Anderson,IPL,2016,20,118,3,5.9,2
974,Kagiso Rabada,T20_WC,2018,10,115,0,11.5,1
1971,James Anderson,T20_WC,2013,20,109,2,5.45,0
355,Ravindra Jadeja,Test,2010,20,223,0,11.15,0
1014,Shaheen Afridi,T20_WC,2023,10,70,0,7.0,1
1929,Shane Warne,Test,2020,20,197,2,9.85,2
1499,Trent Boult,Test,2008,4,29,1,7.25,1
745,Stuart Broad,IPL,2021,10,100,3,10.0,2
160,Glenn Maxwell,IPL,2023,20,167,1,8.35,0
581,Shane Warne,IPL,2022,20,173,0,8.65,1
569,Pat Cummins,T20_WC,2011,4,40,1,10.0,0
702,James Anderson,Test,2012,10,59,0,5.9,1
96,Pat Cummins,ODI_WC,2011,4,27,7,6.75,1
1695,Pat Cummins,IPL,2018,4,43,0,10.75,2
710,Pat Cummins,ODI_WC,2014,20,210,1,10.5,1
53,Jasprit Bumrah,Test,2022,20,238,1,11.9,0
1336,Rashid Khan,IPL,2013,20,103,2,5.15,0
1247,Pat Cummins,IPL,2020,4,23,1,5.75,1
1887,Stuart Broad,IPL,2017,10,73,4,7.3,0
812,Glenn Maxwell,ODI_WC,2012,20,197,0,9.85,2
1598,Pat Cummins,Test,2020,4,28,0,7.0,1
316,James Anderson,T20_WC,2022,20,148,3,7.4,2
1191,Yuzvendra Chahal,ODI_WC,2010,4,26,4,6.5,0
7,Glenn Maxwell,ODI_WC,2016,10,113,1,11.3,1
1972,Shaheen Afridi,ODI_WC,2010,4,35,4,8.75,2
1738,Ravindra Jadeja,T20_WC,2010,10,61,1,6.1,1
496,Jasprit Bumrah,IPL,2010,4,36,2,9.0,1
1521,Ravindra Jadeja,Test,2019,10,61,2,6.1,0
765,Ravindra Jadeja,IPL,2021,10,69,7,6.9,2
607,Muttiah Muralitharan,ODI_WC,2015,10,98,0,9.8,0
1837,Muttiah Muralitharan,ODI_WC,2023,10,103,0,10.3,1
645,Shaheen Afridi,Test,2009,20,160,1,8.0,0
1824,Ravindra Jadeja,IPL,2011,20,123,0,6.15,1
78,Rashid Khan,Test,2020,4,25,2,6.25,1
681,Stuart Broad,IPL,2022,20,175,2,8.75,1
1678,Shaheen Afridi,T20_WC,2023,10,91,3,9.1,2
1160,Trent Boult,ODI_WC,2015,20,221,1,11.05,2
1620,Kagiso Rabada,IPL,2018,10,68,0,6.8,1
1770,Shane Warne,IPL,2022,20,185,2,9.25,1
169,James Anderson,ODI_WC,2021,4,20,2,5.0,0
502,Yuzvendra Chahal,Test,2008,4,33,1,8.25,0
1639,Muttiah Muralitharan,ODI_WC,2010,10,77,2,7.7,0
970,Glenn Maxwell,Test,2011,10,58,3,5.8,1
522,Shaheen Afridi,IPL,2013,20,224,2,11.2,0
506,Glenn Maxwell,T20_WC,2009,20,115,2,5.75,0
1544,Jasprit Bumrah,Test,2014,10,68,2,6.8,2
721,Shane Warne,ODI_WC,2019,4,40,2,10.0,2
52,Jasprit Bumrah,ODI_WC,2010,4,25,2,6.25,2
1894,Jasprit Bumrah,IPL,2021,10,55,0,5.5,2
1204,Kagiso Rabada,Test,2023,4,47,2,11.75,1
1267,James Anderson,Test,2015,10,70,3,7.0,1
717,Pat Cummins,T20_WC,2009,20,108,0,5.4,0
549,Stuart Broad,IPL,2016,4,23,1,5.75,2
1828,Jasprit Bumrah,ODI_WC,2011,4,26,1,6.5,1
1685,Shaheen Afridi,T20_WC,2021,10,117,0,11.7,2
940,Jasprit Bumrah,ODI_WC,2015,20,102,1,5.1,0
1967,Pat Cummins,T20_WC,2011,4,42,0,10.5,1
66,Lasith Malinga,T20_WC,2013,4,41,4,10.25,2
606,Glenn Maxwell,ODI_WC,2015,20,169,0,8.45,0
239,Shane Warne,IPL,2012,20,230,5,11.5,2
403,Glenn Maxwell,IPL,2013,10,50,0,5.0,0
253,Yuzvendra Chahal,ODI_WC,2009,4,33,1,8.25,2
744,Ravindra Jadeja,Test,2011,4,27,0,6.75,2
591,Kagiso Rabada,IPL,2012,20,206,3,10.3,0
1688,Muttiah Muralitharan,Test,2008,20,124,3,6.2,2
1898,Mitchell Starc,T20_WC,2014,4,44,0,11.0,0
1997,Yuzvendra Chahal,Test,2013,20,156,0,7.8,0
856,James Anderson,ODI_WC,2011,10,59,0,5.9,2
691,Stuart Broad,Test,2011,10,52,0,5.2,0
1281,Rashid Khan,ODI_WC,2010,20,196,0,9.8,1
107,Shaheen Afridi,Test,2019,4,45,0,11.25,0
786,Mitchell Starc,T20_WC,2008,20,235,3,11.75,0
627,James Anderson,T20_WC,2013,4,44,3,11.0,2
722,Yuzvendra Chahal,Test,2012,10,77,1,7.7,1
1971,James Anderson,IPL,2013,10,113,4,11.3,0
1831,Shane Warne,T20_WC,2022,10,95,1,9.5,2
997,Mitchell Starc,Test,2017,4,21,0,5.25,2
1006,Stuart Broad,IPL,2008,20,123,1,6.15,0
1211,Kagiso Rabada,Test,2023,4,30,0,7.5,1
267,Rashid Khan,ODI_WC,2009,4,28,3,7.0,1
156,Stuart Broad,ODI_WC,2022,10,73,2,7.3,2
1675,Yuzvendra Chahal,ODI_WC,2022,20,202,0,10.1,0
1973,Shaheen Afridi,IPL,2023,4,21,1,5.25,0
864,Pat Cummins,T20_WC,2014,20,184,0,9.2,1
1186,Shaheen Afridi,ODI_WC,2016,4,29,0,7.25,1
697,Lasith Malinga,IPL,2013,4,44,0,11.0,1
1385,Stuart Broad,T20_WC,2013,10,54,2,5.4,0
257,Shane Warne,IPL,2012,10,118,2,11.8,0
1167,Shane Warne,Test,2018,10,55,0,5.5,2
920,Trent Boult,IPL,2012,20,160,2,8.0,1
1960,Shane Warne,IPL,2013,4,43,1,10.75,2
953,Kagiso Rabada,Test,2009,10,72,1,7.2,2
1986,Trent Boult,T20_WC,2017,20,219,2,10.95,1
1094,Rashid Khan,IPL,2013,20,234,1,11.7,0
962,Rashid Khan,IPL,2011,4,23,0,5.75,0
977,Shaheen Afridi,IPL,2021,10,83,4,8.3,0
967,Yuzvendra Chahal,Test,2010,10,66,3,6.6,0
67,Rashid Khan,ODI_WC,2020,10,103,1,10.3,1
1048,Shaheen Afridi,IPL,2014,10,57,2,5.7,1
563,Rashid Khan,T20_WC,2021,20,208,2,10.4,1
894,Kagiso Rabada,IPL,2022,10,97,2,9.7,0
972,Mitchell Starc,ODI_WC,2023,10,94,1,9.4,1
1746,Stuart Broad,ODI_WC,2012,20,160,1,8.0,2
696,Yuzvendra Chahal,T20_WC,2017,4,34,3,8.5,2
1864,Yuzvendra Chahal,Test,2010,4,22,1,5.5,0
300,Shane Warne,Test,2023,20,137,4,6.85,1
445,Pat Cummins,IPL,2015,20,227,3,11.35,2
1818,Shaheen Afridi,IPL,2023,10,80,2,8.0,0
321,Glenn Maxwell,ODI_WC,2012,4,31,2,7.75,0
1793,Trent Boult,T20_WC,2018,4,21,4,5.25,2
1148,Rashid Khan,IPL,2010,10,111,2,11.1,0
1258,Stuart Broad,Test,2020,10,102,1,10.2,2
1283,James Anderson,Test,2023,10,56,1,5.6,1
618,Pat Cummins,Test,2021,10,60,5,6.0,0
1220,Lasith Malinga,T20_WC,2018,20,117,2,5.85,2
1752,Pat Cummins,ODI_WC,2021,20,191,2,9.55,1
204,Trent Boult,IPL,2023,10,61,0,6.1,2
1102,Mitchell Starc,Test,2016,4,47,2,11.75,0
1000,Pat Cummins,IPL,2009,4,36,0,9.0,2
1496,Glenn Maxwell,IPL,2010,4,44,1,11.0,1
926,Glenn Maxwell,IPL,2010,4,40,1,10.0,2
1639,Rashid Khan,T20_WC,2008,4,20,0,5.0,2
545,Pat Cummins,Test,2019,10,79,3,7.9,0
1649,Jasprit Bumrah,IPL,2014,4,30,1,7.5,0
21,Yuzvendra Chahal,IPL,2018,20,233,2,11.65,1
655,Yuzvendra Chahal,IPL,2020,20,147,0,7.35,0
1343,Mitchell Starc,ODI_WC,2021,4,39,2,9.75,1
956,Trent Boult,T20_WC,2023,20,182,1,9.1,1
1583,James Anderson,IPL,2013,10,101,1,10.1,1
736,Lasith Malinga,IPL,2019,4,21,1,5.25,2
1765,Pat Cummins,IPL,2013,10,115,2,11.5,0
1781,Ravindra Jadeja,Test,2013,20,239,3,11.95,2
1631,Kagiso Rabada,IPL,2014,4,35,2,8.75,2
1729,Pat Cummins,T20_WC,2013,10,61,0,6.1,2
819,Mitchell Starc,T20_WC,2019,10,110,0,11.0,2
801,Shaheen Afridi,T20_WC,2016,10,95,1,9.5,2
491,Glenn Maxwell,T20_WC,2012,10,93,0,9.3,0
382,Lasith Malinga,ODI_WC,2021,10,111,0,11.1,0
1644,James Anderson,IPL,2019,20,202,0,10.1,1
971,Shane Warne,IPL,2023,4,45,0,11.25,0
1908,Trent Boult,T20_WC,2018,10,117,1,11.7,2
1380,James Anderson,IPL,2008,10,74,0,7.4,2
1013,Ravindra Jadeja,ODI_WC,2008,20,127,1,6.35,1
1506,Pat Cummins,T20_WC,2022,4,30,2,7.5,0
1161,Kagiso Rabada,Test,2008,4,47,0,11.75,0
287,Muttiah Muralitharan,ODI_WC,2023,4,25,4,6.25,1
1693,Rashid Khan,IPL,2021,4,36,0,9.0,2
333,Shane Warne,IPL,2009,4,22,0,5.5,2
138,Stuart Broad,IPL,2011,20,216,1,10.8,2
1161,Muttiah Muralitharan,ODI_WC,2013,10,96,1,9.6,2
301,Trent Boult,IPL,2014,4,34,3,8.5,2
1795,Stuart Broad,ODI_WC,2020,4,37,0,9.25,0
241,Stuart Broad,T20_WC,2012,10,58,0,5.8,1
1618,Pat Cummins,T20_WC,2014,10,110,3,11.0,1
